facebook_corpus_msr_334884,"Hell with BJP. All political  parties are corrupt and I do not like anyone. They are there to only make money whomsoever you may vote.  But supporting Naxalites who kill our soldiers,  taking side of JNU students who shout ""Bharat ke tukde Katenge"" and Afzhal Guru tere Katil jinda hai and very recent ""there is nothing wrong in chanting Pakistan zhindabad "" are all attributed to this man. Hence he is decidedly antinational.",CAG
facebook_corpus_msr_2081761,It was mobbing the poor girl.... Instead of helping her... Jump into conclusions ....impulsive,OAG
facebook_corpus_msr_456244,"oh...i get it...he's saying 'screw you bajaj, for making me do this'!",OAG
facebook_corpus_msr_2127025,"udhav has shown bjp its place,bravo shivsena",CAG
facebook_corpus_msr_326806,Unebeivable atory. Some time back India was wrongly claiming surgical strikes in Pakistan and now claiming surgicam strike  by Pakistan. Wrong again.,CAG
facebook_corpus_msr_470955,please advice about Bank nifty & how the NPA will benefit for PSU Banks ?,NAG
facebook_corpus_msr_443467,Plz share ur view on astec life??  Bought at 675,NAG
facebook_corpus_msr_325898,We should use offensive defensive strategy doctrine.learn lessons from Israel ..and give free hand to security forces and covert missions inside pak to bleed Pakistan.,NAG
facebook_corpus_msr_335002,"Tollywood Parbhas Die Heart Fans Where Is Parbhas Acting in Bahubali 2 😂😂😂😂😂Bahubali 2 it's Graphics Cartoon Movie Don't Compare Indian Cinema Bollywood Movies Khan Acting Aamir , Salman & Shahrukh Acting",CAG
facebook_corpus_msr_327805,Shame shame & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.,OAG
facebook_corpus_msr_325748,"India must prevent Pak soldiers to cross LOC and their coming into India stealthily at all cost. For that purpose we should use bullets liberally. At the same time, India should also slap a trade embargo on Pakistan, and urge and  convince the US and other powerful nations to introduce economic sanctions against Pakistan for an indefinite period. Then only this terrorist state would be brought down to its knees.",NAG
facebook_corpus_msr_325406,"Haram - Pig
Pig - Scavengers
Scavengers - Eat dead
Harm Dead - Mutilation
Mutilation - Pakistan
Pakistan - Pig",OAG
facebook_corpus_msr_497389,"On the other hand Reliance Jio is giving for 3k - 3 months subscription to Unlimited calling (STD, Roaming), Unlimited 4G (this means actual 4G speed).  Oh and wait, they extended this plan from 3 months to 4 for the early customers. 
Airtel has got to lower their 4G/3G rates. For 1599 just 5GB internet? :|",NAG
facebook_corpus_msr_443134,Mistry has to substantiate wrong doing by Tata Sons: Tata Counsel,NAG
facebook_corpus_msr_484280,what is the view on suzlon energy in view of the purchase by canadian solar,NAG
facebook_corpus_msr_394729,Baba always wants to encash the emmotional  atmosphere hes lost his sheen drastically dramatically.,NAG
facebook_corpus_msr_328128,People will be happy if they have at 2 km,CAG
facebook_corpus_msr_2115215,Please don't lose the series.. It'll be Shameful to lose against this Australian team at home...,NAG
facebook_corpus_msr_1945575,Well said,NAG
facebook_corpus_msr_426286,India has become a leading country in mobile data usage: Mukesh Ambani,NAG
facebook_corpus_msr_2041603,Agreed.,NAG
facebook_corpus_msr_405622,"Where is Intolerance indian Groups ....Where is all.khan ....
Amir khan muslim...on talking Every thinks....",OAG
facebook_corpus_msr_1723900,Tweet or Hate ??,CAG
facebook_corpus_msr_1945453,Indian Express found Shirish Kunder more acknowledgeable personality    for front page news --- This is where standard of Indian express gone down -- Oh I forgot Wife of Sitaram Yachur is resident editor of Indian Express --- Then it is ok,CAG
facebook_corpus_msr_1561701,#ENTERTAINMENT | Karan Johar might have Justin Bieber to kick off the sixth season of #KoffeeWithKaran.,CAG
facebook_corpus_msr_2260838,But that's hypothetical. BJP will never win.,CAG
facebook_corpus_msr_1804793,Mohit Soni this is reality bro please read carefully,NAG
facebook_corpus_msr_495526,"5 lakh to both(unbiased approach) regardless of rank of medal👍👍, proud to be a footballer😐",NAG
facebook_corpus_msr_397897,Pakisthan has got no guts to admit any thing true....liars,OAG
facebook_corpus_msr_1521636,I'm not a salman fan mate but i think you are a fan of zee news nano chit in 2000 notes and lets not talk about intellect here coz people who have low intellect judge people based on their choices,CAG
facebook_corpus_msr_482473,"----Majority of Kashmiris are pro-India but are unable to assert effectively in order to bring normalcy in Kashmir hence on invitation I will be going to Kashmir where with all the pro-India Kashmiris we (through political movement) will try to bring normalcy in Kashmir and also to solve Kashmir problem as mentioned at:-

http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/  OR

http://www.alwihdainfo.com/Another-opportunity-to-solve-Kashmir-problem_a43528.html  OR

http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR

https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215 

Regards

Email: hemraj_jain@yahoo.com",NAG
facebook_corpus_msr_1833357,But lynching was never a part of the freedom struggle but how can the chaddis who were always chamchas of the British know that?,CAG
facebook_corpus_msr_1724259,Sham on you,OAG
facebook_corpus_msr_326860,"Dear India,  stop playing with the emotions of your people for votes.",CAG
facebook_corpus_msr_334498,Why don't you compare the five worst riots post Independence and let's know where he faltered more than the Congress CMs of the other riot hit states,NAG
facebook_corpus_msr_322442,"I remember Japanese fan doing that during last FIFA world cup, now am wondering if Mizo's are decedent's of Japanese during World War II in famous battle of Kohima between Britishers and Japs 😝😝😝
P.s. Pun intended",NAG
facebook_corpus_msr_502844,When is work on NH-8 getting completed? Particluarly Hero Honda Chowk??,NAG
facebook_corpus_msr_1805313,Anna hazare is agent,CAG
facebook_corpus_msr_329986,Ask the khans to do it... Any ways they kill them when drunk.... And then start with being human,CAG
facebook_corpus_msr_330974,"You can be sure that the gunman was a white American (christian and not a muslim), otherwise the headline would read ""muslim"" and not ""Beer-drinking"" as the first word.  There would be more calls for Trump's  ""muslim ban"", which the world's laughing stock has failed to implement - but will the great Orange One now call for a ""Beer-drinking ban""?",CAG
facebook_corpus_msr_443958,If you cannot do any good for your country   at least support those who are trying to do something better for country. Today whole world recognise India just because of Modi.,CAG
facebook_corpus_msr_1521855,"And these are the people promising not banning beef in the North East, hypocrisy at its best.",OAG
facebook_corpus_msr_1945493,You should not take this guy seriously.After all his only contribution is producing three children.,OAG
facebook_corpus_msr_444166,"All Indian Muslims are anti Indians just they are waiting to become how soon they will become majority people and grab India,and always their heart sympathy with Pakistan and out side they shows they love India,all farce.",OAG
facebook_corpus_msr_1853672,What the hell is happening 🤔,OAG
facebook_corpus_msr_2073039,man what's with you people copy pasting the same comment everywhere.. don't y'all get tired..,CAG
facebook_corpus_msr_461576,"Amma will always remain in our Hearts
May her noble soul Rest in peace.",NAG
facebook_corpus_msr_1455347,i like,NAG
facebook_corpus_msr_2020815,As per Zee News 405 for seats for BJP in UP. Total constituency is 403. Two seats given by Zee News on free of cost.,CAG
facebook_corpus_msr_327859,Irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent,CAG
facebook_corpus_msr_470839,What about Tata motors.. Has there been over reaction.. What's your view,NAG
facebook_corpus_msr_397732,You army entered like thief's in our territory.  Your army-men are cowards. India did surgical strikes and informed informed your army.,OAG
facebook_corpus_msr_221647,No one can defeat Modi now Bihari people might be saddened they dint elect bjp jdu a burden for them,CAG
facebook_corpus_msr_457396,Anuj and Porinju of the view that markets will make a new high before the budget,NAG
facebook_corpus_msr_2111306,So called seculars ruled nation for 60yrs and they didn't even banned RSS......lol,OAG
facebook_corpus_msr_2032108,#salute you my friend,OAG
facebook_corpus_msr_1805515,This puppet came out for MCD election #chutiya,CAG
facebook_corpus_msr_1614499,"They r getting benefits as those areas r not getting used that's why's , start ing roads will make them weak ,",CAG
facebook_corpus_msr_322423,r u guys from dis university? Gaurav Seth PJ Anshu Mishra Shubham Singh,NAG
facebook_corpus_msr_2115208,It's alright. We lost a match not the series. Losing & winning is part of the game you can't always win every game. You win some. you lose some.,NAG
facebook_corpus_msr_329013,So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.,CAG
facebook_corpus_msr_487733,Do you see nifty hitting all time highs within this expiry??,NAG
facebook_corpus_msr_1762565,"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",CAG
facebook_corpus_msr_394667,"Let us accept the fact that We have a mini Pakistan here & many pro Pakistani anti national elements exists within the country. Which are being funded by enemy countries to weaken the integrity,peace & security of the nation by the help of few heavyweight traitors in politics. Be it in North- east, Kashmir or Hyderabad as long as a large section of fringe elements for their short term political or monetary gains prefer to destabilize the economy or national integrity following the support of external forces, resolving the issue of Pakistan or China will  be a distant dream for Mr Modi & his associates. Unless the rotten fishes are taken out from the pond we cannot expect a clean system.",NAG
facebook_corpus_msr_1610605,"Winning elections is not important but living upto expectations of citizens.  These days people blindly vote for religion not development
frankly speaking we need activists of all like minded people who want to experience unbiased development these group of activist should keep a legal check on POLITICIANS, beurocrats to see they are functioning properly and not squandering public money.  This is  only way to save our country from religion based and corrupt politicians",OAG
facebook_corpus_msr_1723302,Guess what...  All this happens daily right..??,OAG
facebook_corpus_msr_1775238,Congratulations!,NAG
facebook_corpus_msr_1804874,"11000 or 11 Lakh. In the end, truth prevails and the truth is that Kejriwal delivers! Period!!",NAG
facebook_corpus_msr_1403043,"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi",CAG
facebook_corpus_msr_490983,"would like to know on Welspun india, REC, Wockhardt, GATI, and Metalyst",NAG
facebook_corpus_msr_2018502,True,CAG
facebook_corpus_msr_401411,"Guys.. how long we bear this nussiance. Are we so weak that we cannot give a befitting reply,,😡😡😡😡",NAG
facebook_corpus_msr_1735840,".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",CAG
facebook_corpus_msr_480888,"jokes are made very seriously , this is indian way of doing business -fear of uncertainty",NAG
facebook_corpus_msr_2081757,I am for freedom of speech but against the lampooning freedom of speech of another young person!,CAG
facebook_corpus_msr_1493902,if they not then their Image will be  further deteriorated,OAG
facebook_corpus_msr_483459,We will see a new battle btwn Tata sons and shapoorjees..,NAG
facebook_corpus_msr_1818436,Mens blame .daily soaps for women s .mental violence against men,NAG
facebook_corpus_msr_334831,"And there was a time when we had Congress both at the state and at the centre, 15 years in Assam and 10 years at the centre, and most importantly a PM nominated from Assam!",NAG
facebook_corpus_msr_1897089,He  should be payed by police who kept the money with them. Or as promised RBI,CAG
facebook_corpus_msr_332833,"Yes, Antonio..for us, God is within us. So everything/everyone is a manifestation of God to the followers of the Sanatana Dharma.",NAG
facebook_corpus_msr_332262,our President has no history like modi who kills thousand Muslims in gujrat,OAG
facebook_corpus_msr_1805654,Mouni baba open mouth,CAG
facebook_corpus_msr_1804975,"Anna, unfortunately, has lost all credibility. He has conveniently forgotten the Lokpal bill.  He is saffron under the skin. Kejriwal on the other hand transformed the face of Indian politics. The major parties have quietly adopted everything he stood for.",CAG
facebook_corpus_msr_1723335,"1). Rule says that loudspeakers should not be used between 10pm and 6am.

2)""If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully."" High court verdict",CAG
facebook_corpus_msr_329063,If india can fire on innocent civilians then mutilating their soldiers is fully justified,OAG
facebook_corpus_msr_402523,"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN.",OAG
facebook_corpus_msr_492174,I wanna meet the girl who said the iPhone is user friendly!!!,CAG
facebook_corpus_msr_483354,But it's a big decision and TATA need to clear the air.,NAG
facebook_corpus_msr_423044,Hello anuj sir your views on just dial after this rally will this continue or profit booking,NAG
facebook_corpus_msr_2035898,"You are the best of all...💞 
Our Cutiepie...
All the best 😊 for your film 🎥 #PHILLAURI...💕",NAG
facebook_corpus_msr_470956,please advice about Bank nifty & how the NPA will benefit for PSU Banks ?,NAG
facebook_corpus_msr_397451,That will soon happen when china will be depend on Pakistan. Supporting Pakistan means end of humanity,OAG
facebook_corpus_msr_323706,Hope u get well soon. My wishes for u. I got it there's no point wasting my time to make u understand anything. All the best buddy.,CAG
facebook_corpus_msr_473742,Correption made essy becouse  2000rs note are big amount as compaire to 500rs and 1000rs.,NAG
facebook_corpus_msr_2111406,"Please leave this secular stands, do something good to society",NAG
facebook_corpus_msr_407584,In mumbai too many top politician will pray for his health,NAG
facebook_corpus_msr_1679259,"Then what happens in pantry coach dedicated for catering in every express..do we really get food, meal from the picture above when we travel by indian railways? If yes then please let us know the name of the express...the fact is the railway passengers get pathetic food served in indian railways...",OAG
facebook_corpus_msr_446433,There are many people who are dumb enuf to undrstand dese things,CAG
facebook_corpus_msr_1804942,"Bhaiya sabse pahle ye hai kon... mahangaayi badhi to banwaas pr gaye hue the,
Note ban pr ese ghayab hue jaise gadhe k sir se seeng,
Patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi.  Or ab aagaye neend se jaag kar k chalo thoda publicity b lelun.",CAG
facebook_corpus_msr_422044,"Congratulations Bmp & Modiji, Please do something to develop India, Except good speeches",CAG
facebook_corpus_msr_329970,Obviously haven't read about turning the other cheek. Funny kind of Christian fellow.,CAG
facebook_corpus_msr_1956946,Modi ji's elevation too was so ominous that some sickulars and antidemocratic individuals declared that they would leave the country if he becomes PM! Same black forces are now chanting the same mantras oblivious of the fact that this is 21st century and people can differentiate between chalk and cheese!,CAG
facebook_corpus_msr_1922865,NDA rules party 🎉 good governance 😝😝,CAG
facebook_corpus_msr_325339,What has bjp done in last 10 yr in MCD...stop barking..do work now,OAG
facebook_corpus_msr_457196,"Thanks for acknowledging, I'm a Chelsea fan though so I'm happier than you too! :)",NAG
facebook_corpus_msr_2018698,"Bhai this is not mainstream. Even Mira Rajput said third wave feminism is destructive.

And yes, mainstream feminists are indeed bullies. They keep on rioting and creating ruckus. They hate free speech, they conceal facts, they project lies etc (I have evidence for all of it. So please counter my perspective and not my facts)",CAG
facebook_corpus_msr_1956229,These were happening 24×7. But the administration was always in sleeping mode.,CAG
facebook_corpus_msr_432276,Pm is lair means den u lair nd u praying god also lai,NAG
facebook_corpus_msr_2018619,She has been so priveleged all her life. But we have to work to meet our ends. We don't get to make our choices.,CAG
facebook_corpus_msr_425103,please comment on rain industry  regarding today stellar result,NAG
facebook_corpus_msr_455612,Royal Enfield is icon... its not possible to shake image,NAG
facebook_corpus_msr_503326,Bank of England is ready to infuse £250bn of additional funds into the economy to help it tide over the economic crisis likely to be caused by Brexit.,NAG
facebook_corpus_msr_331191,So called #GauRakshaks..... Claim that they r protecting 🐄 in d mother #Gaumata.... And dese #Gundaz sell der mother in d market...#Export der mother to the other countries.... when shes of no use for them...... #Shame on dese #Bhakts....,NAG
facebook_corpus_msr_1724078,communal feelings on peak in so called multicultural country,OAG
facebook_corpus_msr_731282,Pappu is on leave till next election :D,OAG
facebook_corpus_msr_1979691,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",CAG
facebook_corpus_msr_441682,sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news,CAG
facebook_corpus_msr_1804796,Agreed..,NAG
facebook_corpus_msr_1493903,Heheheh how can you suppose that they care about their image? They (Pakistani) are heading toward to sell whole nation to China in the name of CPEC.,OAG
facebook_corpus_msr_1563601,"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death",OAG
facebook_corpus_msr_466200,Will metals rally for sometime now,NAG
facebook_corpus_msr_1945455,Ram NATH ji Goenka must be feeling shame on his successors...,OAG
facebook_corpus_msr_438540,"Really Mr. Jack, then Plz reveal how much black money is destroyed, banks received around 99.8% of 1000, 500 notes back in accounts then where is the black money.",NAG
facebook_corpus_msr_1922808,He should be allowed to travel in goods train carrying beasts..he is as worth as they are. That luxary is more than enough for him (it!!!).,CAG
facebook_corpus_msr_324334,Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,OAG
facebook_corpus_msr_1775210,"Haha, so 60 years no development, only loot !!! Good you accept now !!",NAG
facebook_corpus_msr_326776,"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?",OAG
facebook_corpus_msr_330895,Heh turkey is the 3rd class pathetic country i know.,CAG
facebook_corpus_msr_1723665,Don't u think u r going too far u Son   of a B****........#Nigam,OAG
facebook_corpus_msr_2127002,BJP won 81 seats more than 50 seats of 2012. This is not win at all .84 seat win of Siva sena is land mark win according to this toilet paper,OAG
facebook_corpus_msr_346512,"�

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG
facebook_corpus_msr_327927,Surgical strike by Pakistan and we do surgical strike through media! Long live Modi diplomacy!  #SaveIndia,NAG
facebook_corpus_msr_1805717,No,NAG
facebook_corpus_msr_1731689,Digesting cattle food,CAG
facebook_corpus_msr_1937577,Mr. Kunder correct your facts. Prove it he is goon.,NAG
facebook_corpus_msr_1956971,"Illiterates have started teaching to highest literacy rate people now.
Do u know ur literacy rate in world among muslims ? It is just 0.27%.
Horrible..! The lowest literacy rate among all religions.",CAG
facebook_corpus_msr_503524,Our Hon'ble governor is Best  But Some one not ......,CAG
facebook_corpus_msr_451805,For maintenance bajaj will keep the bike and you have to get it from the workshop when u need it,NAG
facebook_corpus_msr_334891,Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,CAG
facebook_corpus_msr_469423,you mean investment made with relations and friends of the above,NAG
facebook_corpus_msr_349977,We Still support Modi sarkaar rather than Chor Congress...Modi sarkaar is much more better & stronger than Chor Congress...,OAG
facebook_corpus_msr_1723569,"If it is to be banned, then it should be banned for all other religions as well.",CAG
facebook_corpus_msr_425691,Jio Effect. Its like Modi { Jio } and rest all.,NAG
facebook_corpus_msr_1805361,You can not escape from the sin of promoting this useless fellow,OAG
facebook_corpus_msr_466288,ex pm spoke jst wt he has to speak as opposin member.other than ntng,NAG
facebook_corpus_msr_1804941,Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.,CAG
facebook_corpus_msr_470849,This is time invest in bank stock specially SBI & Icici?,NAG
facebook_corpus_msr_399105,Who care what she eat... Even she eat poo we don't care,CAG
facebook_corpus_msr_1716154,If i live in the country where mob behaves like this and have licence to kill then i feel shame...by ur logic..taliban is also right who stone to death people...,NAG
facebook_corpus_msr_1884032,Time to #LaughAtDeath. Have you tried it yet?,NAG
facebook_corpus_msr_405067,"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
SHAMEFUL",OAG
facebook_corpus_msr_1943090,4 people died and Indian express finds humour in it..rip journalism..,CAG
facebook_corpus_msr_394476,Lol Indian army 🐶pig army ha world 4 largest and 4 time greater  can't fight with  Pakistan  😂😂,OAG
facebook_corpus_msr_431267,Modi banded 500-1000 notes. So his next step should be to band congress party,CAG
facebook_corpus_msr_420674,"Transformational and reinventing sustainable India. Also, rebuilding credibility of core Hindu value of live and let live with mutual respect for all.",NAG
facebook_corpus_msr_1525114,Kashmiris also not against people of india but Indian occupation,NAG
facebook_corpus_msr_495265,What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?,CAG
facebook_corpus_msr_430523,Cnbc tv 18  knocks out  competion  on BUDGET  congrats,NAG
facebook_corpus_msr_2018497,Fcuk off Shikha Sharma,OAG
facebook_corpus_msr_466226,"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",CAG
facebook_corpus_msr_1599828,hope car occupants are safe and unharmed.,NAG
facebook_corpus_msr_469906,"Hello, what will be Sun pharma in short term and long term?",NAG
facebook_corpus_msr_382123,Tit for tat in the same way....modi request u to plz do action asap...,NAG
facebook_corpus_msr_2018673,For what reason?ifu,CAG
facebook_corpus_msr_329038,"Nothing new on it. Indians only gossip, take action instead of spreading failures",CAG
facebook_corpus_msr_430440,"It is remain to be seen how INC (UP-UTTARAKHAND-MANIPUR) will  attract FIRST TIME highly tech savy voters towards the INC as spikes in the recent UP poll pc points to the massive participation of this section in the poll. Moreover, MANN KI BATE directly points to this section relentlesly✔",NAG
facebook_corpus_msr_452509,I want to upgrade from my 180 CC to 400CC,NAG
facebook_corpus_msr_418425,tech mahindra down nd other it stock up like tcs infy wipro..,NAG
facebook_corpus_msr_2287073,she is just doing a cheap publicity stunt. may be she wants to be in big boss.,OAG
facebook_corpus_msr_456078,Its like duke 390 why they took so much time to launch it.  Just give a name & changing some out look & reduce price ????,NAG
facebook_corpus_msr_1805657,No respect for him now,NAG
facebook_corpus_msr_2081696,Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .,CAG
facebook_corpus_msr_463813,"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine.
But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir...
It's frustrating",CAG
facebook_corpus_msr_326834,"That's what happens when you can't discern between a military activity and an act of barbarism.

   Remember the NLI, bodies of whose soldiers you refused to acknowledge during kargil conflict.

    So, keep your knowledge to yourself and live in your own fantasy land.",OAG
facebook_corpus_msr_331182,Cows are definitely gonna vote for Modi ji in 2019 ;),CAG
